name,rating,date,review,mentioned_products,review_length,리뷰(번역)
C,1.0,"Nov. 12, 2023",consistently wrong items missing items paid entirely wrong orders minimum 2 screwups happens sorry person needed berries bananas kiddos sorry got salad wrap ginger ale took 30 min 5 kidding 5 csrs 1 refund order bare minimum legal standpoint takes 10 days offered 5 credit inconvenience m going using service t bothered right make right moreno need csr cancel membership s predatory idc s legal cancelled instacart service tonight saying really true want right rely delivery drive t imagine insanity bring homes severe issues managed worng stuff able order depended money s 10 days hey sorry aim aim,"banana, bananas",599,상품이 계속 잘못되거나 누락되어 완전히 잘못된 주문이 이루어지고 있습니다. 최소 2번의 실수가 발생했습니다. 죄송합니다. 사람이 필요한 베리나 바나나를 주문했는데 아이들이 샐러드 랩과 진저 에일을 받았습니다. 30분이 걸렸고 5명이 농담하는 것이 아닙니다. 5명의 고객 서비스 담당자와 1명의 환불 주문이 최소한의 법적 규정으로 10일이 소요됩니다. 불편을 드려 죄송합니다. 이 서비스를 계속 사용할 예정이 아닙니다. 문제를 해결하려는 노력이 부족하다면 CSR이 멤버십을 취소해야 합니다. 이것은 약탈적이며 상관없습니다. 법적으로 취소된 인스타카트 서비스를 오늘 밤에 사용하지 않겠다고 말했습니다. 정말 사실인지 확인하고 싶습니다. 제대로 해결하려면 배송기사에 의존해야 합니다. 미친 듯한 문제를 집으로 가져오는 것은 상당한 문제를 야기했으며 잘못된 물건을 주문할 수 없었습니다. 돈을 의지해야 했습니다. 10일이 걸렸습니다. 죄송합니다. 목표를 향해 가고 있습니다.
G,1.0,"Oct. 10, 2023",recently tested positive covid forced grocery shopping online gave trash company try ordered groceries indian store woman doing shopping idea buying didn t care ordered pepper papad got bag pepper corns ordered frozen patra got paratha pictures 2 items different believe mistake vegetable flat bread okra picked largest mature tough okra fibrous edible clearly eaten bought okra got dry dal oil dal requested cart left essential milk told chosen replacement essential purchase moreinstacart asks tip place order uncomfortable prefer decide product delivered claim likely shopper promise tip sorry instacart paying shoppers begging tips tip decide advance contacted support complaining purchase errors offered minimum refund reflected account gave written confirmation refund evidence chat overall end end horrible experience company values decency honesty clueless customer service,milk,881,"요즘 양성 판정을 받은 코로나로 인해 식료품을 온라인으로 구매해야 했는데, 쓰레기 회사를 시도해 봤습니다. 인도 가게에서 장을 보는 여성이 구매한 식료품을 주문했는데, 무슨 물건을 샀는지 모르고 신경쓰지 않았습니다. 후추 파파드를 주문했는데 후추씨를 받았고, 냉동 파트라를 주문했는데 파라타를 받았습니다. 두 가지 물건의 사진이 다르다는 것을 믿을 수 없었습니다. 채소와 평평한 빵 오크라를 선택했는데, 가장 크고 성숙하고 딱딱한 오크라를 선택했습니다. 오크라는 섬유질이 많고 먹을 수 없었습니다. 분명히 먹어본 오크라가 아니었습니다. 건조한 달과 기름 달을 주문했는데, 달을 요청했지만 장바구니에 남겨두었습니다. 필수 구매품인 우유를 선택했는데, 대체품을 선택하라고 했습니다. 더 많은 인스타카트 팁을 요청하고 주문을 할 때 불편했습니다. 제품을 선택하는 것을 선호하며, 배달된 제품을 결정하고 싶습니다. 클레임을 제기하면 쇼퍼에게 팁을 약속하고, 팁을 결정하기 전에 미리 알려줍"
Tracy,1.0,"Sept. 2, 2023",90 degree day groceries hot trunk half hour eggs milk sweating said milk replacement bought anyways asked 12 flavor gummy bears got pound wrong item asked half pound coffee got bag gave s order instacart did refund money wrong items second time used time wrong replacement outdated products shopper doesn t really pay attention care instacart did refund care unfortunately shoppers don t worth fees bad shopping,milk,411,"날씨가 90도인 날에 장을 사러 갔다가 차의 열린 트렁크에 반 시간 동안 있던 계란과 우유가 땀을 흘리며 망가졌다. 우유 대신 구입한데도 불구하고 요청한 12가지 맛의 구미곰을 받았는데, 잘못된 제품을 받았다. 반 파운드의 커피를 요청했지만 가방을 받았다. 주문한 것을 인스타카트에 맡겼지만 잘못된 제품에 대한 환불을 받았다. 두 번째 이용한 인스타카트에서도 잘못된 대체품과 오래된 제품을 받았는데, 쇼퍼는 실제로 신경을 쓰지 않는다. 인스타카트는 환불을 해주었지만, 유감스럽게도 쇼퍼들은 수수료를 받을 가치가 없다. 쇼핑이 나쁘게 되어버렸다."
Brenna,1.0,27-Jul-23,couple weeks ago did order fry decided delivery sick day second time used instacart option grocery app time didn issues time guy marked bunch stuff ordered unavailable picked worst substitutions ordered packs chicken crazy great price said didn instead got pack chicken way price e cost marked different things unavailable picked organic options instead tipped 8 paid 10 delivery fee subs order way expensive anticipating morei went grocery store minutes dropped return subs guess said chicken orange green onions soda white onions took pictures phone 3 hours hung accident said twice finally transferred got refund pay delivery fee tip couldn refund store basically paid chicken 2 times trying ones actually wanted talked 4 people 4 resolved 26 chicken 9 99 delivery fee taxes 8 tip,"onion, onions",783,"몇 주 전에 후라이를 주문했는데 배달을 결정했어요. 아프던 날 두 번째로 인스타카트 옵션을 사용한 적이 있었는데, 그때는 문제가 없었어요. 그런데 이번에는 남자가 주문한 많은 물건들 중 일부가 없다고 표시했고, 최악의 대체품을 골랐어요. 주문한 치킨 팩들을 주문한 가격보다 비싸게 팔았다고 해요. 원래 주문한 것 대신에 치킨 팩을 받았는데, 가격이 다르고 다른 것들을 주문할 수 없다고 표시했어요. 유기농 옵션을 대신 골랐고 팁으로 8달러를 주고 10달러의 배송비를 냈어요. 대체품 주문이 예상보다 비싸서 더 많은 것을 기대했어요. 식료품점에 가는데 26분이 걸렸고, 대체품을 반품하고 싶었는데 치킨, 오렌지, 파란 양파, 소다, 흰 양파를 가져갔어요. 핸드폰으로 사진을 찍었고 3시간을 기다렸지만 사고로 연결이 두 번 끊겼어요. 마침내 환불을 받았지만 배송비와 팁을 돌려받을 수 없었어요. 식료품점에 돈을 두 번 지불해서 실제로 원했던 것들을 얻으려고 했어요. 4"
Rachel,1.0,29-Jun-23,ve using instacart couple months aren t ways make sure shoppers actually good job ve received orders ve paid items items blatantly covered mold just rotten believed fine provided easy way receive credit poor decisions shopper yesterday experience use service morei ordered pretty hefty order able communicate replaced items wanted looked order receipt shown item requested purchased got notification delivered went outside apparent missing half order paid 340 woman kept fresh produce ordered gave wheat carb frozen products ordered missing blueberries watermelon kale spinach things instacart closed account suspicion fraud m locked account proper department verify identity send id cc m owed half order wait 24 48 business hours received follow morning reminder use company resolution woman removed area showing meantime continue advantage instacart clients t guarantee reprimanded won t able access refund receive follow email specific department true criminals allowed advantage away instacart better getting damn groceries period,"blueberries, blueberrie, spinach",1034,"인스타카트를 몇 달 동안 사용해 왔는데, 쇼퍼들이 실제로 좋은 일을 하는지 확인하는 방법이 없습니다. 주문한 물품 중에는 곰팡이로 덮인 것이나 썩은 것이 드러난 물품도 있었습니다. 이것은 괜찮다고 믿었지만, 신용을 받기 쉬운 방법을 제공해 주지 않았습니다. 어제 쇼퍼의 실수로 경험이 나빠졌습니다. 상당히 큰 주문을 했는데, 원하는 대로 대체할 물품을 소통할 수 없었습니다. 주문서를 보니 요청한 물품이 구매되었다는 통지를 받았지만, 외부로 나가보니 절반 정도가 빠져 있었습니다. 340달러를 지불했는데, 여자는 주문한 신선한 식물을 주지 않고, 대신에 주문한 밀가루 탄수화물이 든 제품을 주었고, 블루베리, 수박, 케일, 시금치 같은 물품이 빠져 있었습니다. 인스타카트는 사기 의심으로 계정을 잠겼고, 제 신원을 확인할 수 있는 적절한 부서에 계정을 확인하고 ID와 신용카드를 보내야 한다고 했습니다. 저는 주문의 절반을 받아야 하는데, 24~48시간 기다려야 한다고 했습니다. 다음 날 아침에 따르는 이메일을 받았"
e1,1.0,12-May-23,recently enrolled boost delivery shopping instacart say m disappointed time received order getting things didn t order charged time replacements poorly selected example ordered coconut milk given coffee creamer replacement didn t approve probably won t instacart,milk,262,"최근 인스타카트를 통해 배달 쇼핑을 시작했는데, 주문한 것과 다른 물건을 받아서 실망했습니다. 대체품이 잘못 선택되어서 요구하지 않은 물건을 받았고, 그에 대해 비용이 청구되었습니다. 예를 들어, 코코넛 밀크를 주문했는데 커피 크리머로 대체되었습니다. 이런 일이 계속된다면 인스타카트를 더 이상 이용하지 않을 것 같습니다."
Coralee,1.0,07-May-23,particular quality produce meat specific order preferences instacart e bright red shiny plump berries ordering raspberries shoppers better appreciated problem order instacart refund problem recent order reported issue normally product doesn t meet standard based order instructions time received email instacart saying reviewing account based unusually high number order issue reports accusatory phoned customer service cancel account pro rate refund membership fee refused grace period 15 days morei reluctantly accepted refund reiterated wanted account cancelled told t continual pushback asked personal information removed said understood department couldn t help wanted transferred provided contact information department went time resolution issues raised person speaking continued say addressed concerns hadn t kept saying hung,raspberries,833,"특정 품질의 제품을 고르고 싶을 때 주문 선호도를 지정할 수 있는 인스타카트에서 밝은 빨간색 반짝이는 푸석한 베리를 주문했는데, 라즈베리를 주문한 쇼퍼들이 더 잘 이해해줬으면 좋겠다는 문제가 발생했습니다. 인스타카트에 문제를 신고했고, 최근 주문한 제품에 문제가 있음을 보고했으나 주문 지시에 따라 제품이 표준을 충족하지 못했다는 이메일을 받았습니다. 인스타카트는 계정을 검토 중이라고 말했는데, 이는 이상하게 많은 주문 문제 보고서가 있기 때문이라고 합니다. 고객 서비스에 전화해서 계정을 취소하고 멤버십 비용을 일부 환불해 달라고 했지만, 우아한 기간 15일 이상을 거부당했습니다. 마침내 환불을 받아들였지만 계정이 취소되길 원한다고 반복했고, 계속해서 개인 정보를 요청하는데 이를 거부했습니다. 그래서 다른 부서로 연락처 정보를 제공해달라고 했는데, 문제 해결을 위해 시간을 들이는 동안 상대방은 계속해서 이야기했지만 제가 제기한 문제에 대한 대답이 없었습니다. 계속해서 제 문제를 다루지 않았다고 말했지만 계속해서 말을 이어갔습니다."
Thomas,1.0,18-Apr-23,tonight fifth final time giving instacart chance overcharged argued phone senior time ordered got wrong spoiled milk thawed ice cream putting hold 45 25 having wait 5 7 days tonight overcharge brought attention associate argued phone proof right black white continuously make mistakes don listen make right,milk,306,"오늘밤은 인스타카트에 마지막으로 기회를 준 다섯 번째 시간인데, 과금되어 말다툼을 벌였고, 전화로 시니어 시간에 주문한 것이 잘못되었고, 상하게 된 우유와 녹아버린 아이스크림을 받았습니다. 45분 동안 대기하고 25분 동안 기다려야 했고, 오늘밤에도 과금이 되어서 주의를 끌었는데, 상담원과 전화로 증거를 제시하고 옳다고 확신했지만, 계속해서 실수를 저지르고 듣지 않고 올바르게 하지 않습니다."
Judith,2.0,14-Apr-23,experience deliveries instacart sprouts longer grocery list similar issues adequate correction couple months earlier short list walmart totally positive great shopper items right deliver hour did copy receipt verify charges given groceries delivered issues written company format replied company introduction web page charges service fee adequate notice explanation figured applied checkout balance informed consent tips applied directed shopping experience morecannot questions adequately answered phone contacts seniors connects foreign countries like jamaica south africa shopping experience contacts adequately informed pressure let issue drop accents difficult comprehend people poorly informed frustrating shopper used walmart shortlist excellent hour right expected sprouts albuquerque shopper wife instacart shopper said home injury did cans tuna charged card apparently bag charged paid bank grass fed milk half gallons dated days expiration date purchase second gallon staying fresh couple days needed staff africa argued ordered baked beans instead black beans list initial shopping list doubt did pick fresh products overall positive matter organization instacart page describes service charges place account checkout procedure tipping charges added tipping decide pay learn receipt available day shopping experience receipt comes groceries service fee representative africa explain jamaica said 1 9 total grocery goes instacart joined 9 99 month told charge tip determine strictly case increased 65 receipt specified shopping happening question service fee got different answers jamaica africa vague formula contradictory answer rep jamaica gave nearly half actually charged really idea figured 25 held home did shopper thinking did food got choices did shopping list procedure writing concerns sending response time sprouts got reply feel lack control cost shopping instacart case actual items pleased fault grocery store fact sprouts instacart person did shopping employee store felt did tip shopping store staff did shop tip reasonable got 42 merely picking groceries driving 1 6 miles house placed delivery shopper lot control response adequate little information development instacart consumer information page email told explain questions provided promised africa ignore essential aspect business contract sorts agree pay pay random fees added told required writing agreed pay think duly informed costs expected pay figured essential right essential communicating people language accents bit frustrating persons attitude corrective responding way believed respond cultural expectations personal experience difficult accept want talk people north america people expectations similar speech similar felt cultural judgement placed questions answer question did like brushed like women question accept unacceptable reply likely know rules instacart likely answer company cheap resolution instacart believe important satisfy customers like poorly run business shoppers send wives shopping bring friend carried groceries did feel proper did background check cans tuna refund does jason s wife know policies groceries packed produce freshest did second dozen eggs tuna black organic beans refried rice proper paid choices charged 2nd dozen eggs month non meat eater like eggs cost tip trip store disabled medications endurance overall expect troublesome hope gets better lack information instacart return reply format provided present problems acceptable spent 1 6 grocery 382 groc tip service fee cases pay items provided tuna non chosen items attempts talk foreign agents promised email state credits received credit promised said time credit service fee cause advised advised want know determined actual fee charged,milk,3730,"인스타카트 스프라우츠 배송 경험은 장보기 목록이 길어지면서 이전 몇 달 동안 유사한 문제가 발생했습니다. 월마트의 짧은 목록과는 달리 완전히 긍정적이었고, 좋은 쇼퍼가 제품을 올바르게 선택하여 1시간 내에 배달했습니다. 영수증을 확인하고 요금을 확인했지만, 식료품이 배달되었을 때 문제가 있었습니다. 회사 형식으로 작성된 문제를 회사에 보고했고, 회사 소개 웹 페이지에 답변을 받았습니다. 서비스 요금에 대한 충분한 사전 통지와 설명이 없었으며, 결제 잔액을 알려주지 않았습니다. 팁이 적용되었고 쇼핑 경험에 직접 연결되었습니다. 더 이상 질문을 충분히 대답하지 못했고, 외국인 연락처가 있었지만, 쇼핑 경험에 대해 충분히 알려주지 않았습니다. 액센트가 이해하기 어려웠고, 정보가 부족하여 짜증이 났습니다. 월마트의 짧은 목록은 우수했고, 1시간 내에 올바르게 예상했지만, 스프라우츠 앨버커키 쇼퍼와 인스타카트 쇼퍼인 아내는 집에서 부상을 입었으며, 참치캔이 청구되"
Nancy,1.0,"Feb. 19, 2023",didn t like idea having pay membership instacart shop aldi husband longer able drive store buy groceries like choice able items needed regular basis deliveries flawless problems deliberately shops bright green bananas short time membership happened twice different shoppers ordered fresh blueberries twice times arrived mold stems shopper notes choosing fully ripe fruit signs mold ignored milk bread items chose did long shelf life expect add shopper s notes morethe biggest problem discovered bag frozen honey barbecue chicken wings thawed refrozen opened discovered week receiving weren t ready eat husband called customer service report explained situation agent asked hold finally came holding 40 minutes said looking didn sound like cared endless hold finally hung called got nicer agent holding long finally said help credit order interrupted male voice husband long hold finally came said couldn refund refunds explained refunds green bananas moldy blueberries paper towels shopper couldn didn refund promised shopper issues things did said account need sent investigations department cleared process refund asked wait patiently 4 5 days complete receive email asked make notations account information lost assured waited email arrived called today agent spoke shockingly told record calling room heard husband make speaker phone calls matter fact assured checking phone numbers email account called recording says calls recorded asked check records said allowed said didn report issue couldn possibly refund late canceled membership reading reviews instacart realize better having deal horrible company aldi great place shop person really need better way home delivery like walmart does,"banana, bananas, blueberries, blueberrie, milk",1695,"인스타카트 멤버십을 결제해야 한다는 아이디어가 마음에 들지 않았습니다. 남편이 더 이상 운전을 할 수 없어 알디 가게에 가서 장을 살 수 없을 때, 선택의 여지가 없었습니다. 정기적으로 필요한 물품을 선택할 수 있는 것은 좋았지만, 배송은 완벽했지만 문제가 있었습니다. 의도적으로 밝은 녹색 바나나를 산 쇼퍼들이 있었고, 멤버십이 두 번 일어났을 때 각기 다른 쇼퍼가 주문한 신선한 블루베리가 두 번 도착했을 때 줄기에 곰팡이가 났습니다. 쇼퍼 노트에 완전히 익은 과일을 선택하라는 표시가 무시되었고, 우유, 빵 등의 장바구니를 선택했던 아이템들은 장기간 유통기한이 있는 것을 기대했지만 쇼퍼 노트를 추가할 수 있었으면 더 좋았을 것입니다. 가장 큰 문제는 해동된 후 다시 얼린 봉지에 든 허니 바비큐 치킨 날개를 발견했을 때 발생했습니다. 개봉 후 1주일이 지난 후 준비가 된 것이 아니었고, 남편이 고객 서비스에 전화하여 상황을 설명했을 때, 대리인이 40분간 대기하라고 했지만 그 후에도 신경 쓰지 않는 것처럼 보"
Yvonne,1.0,"Feb. 16, 2023",enticed convenience service signed member instacart year paid 100 fee knowingly paid membership fee agreed service fees order tip shopper did know months later instacart randomly marks individual item buy example onions 1 49 instacart charges 1 89 bagels 3 49 charge 6 49 actually happened instacart takes 0 40 plus item addition membership fee service fee heavy lifting fee tip tried dispute random markups credit card company denied moremy advise away instacart groceries ordering mariano s kroger walmart directly picking having delivered better idea using amazon fresh reasonable want cheapest shop store aldi instacart communicating transparent way customers,"onion, onions",663,"인스타카트 회원으로 가입하여 편리한 서비스에 끌려 1년 동안 100달러의 회비를 지불했습니다. 이 회비를 알고 있었지만 서비스 수수료와 주문 팁을 동의한 적이 없었습니다. 몇 달 후, 인스타카트가 임의로 구매한 개별 상품에 가격을 올려서 청구했습니다. 예를 들어 양파가 1.49달러인데 인스타카트는 1.89달러로 청구했고, 베이글이 3.49달러인데 6.49달러로 청구했습니다. 이런 일이 실제로 발생했습니다. 인스타카트는 물건마다 0.40달러를 추가로 가져가고, 회비와 서비스 수수료, 무거운 물건 취급 수수료, 팁까지 청구합니다. 이런 임의의 인상에 이의를 제기했지만 신용카드 회사에서 거부당했습니다. 제 조언은 인스타카트를 피하고, 마리아노스, 크로저, 월마트 등 직접 가서 구매하거나 배달을 받는 것이 더 나은 선택이라는 것입니다. 아마존 프레시를 사용하는 것도 합리적인 아이디어입니다. 가장 저렴하게 쇼핑하고 싶다면 알디 같은 가게에서 직접 쇼핑하는 것이 좋습니다. 인스타카트는 고객들과 투명하게 소통하지 않습니다."
Michael,1.0,"Dec. 23, 2022",placed grocery order delivery publix asked groceries left door delivery driver left order requested unfortunately s order food city publix needed items christmas son s house needed delivered anticipated storm happen overnight east tennessee morei called customer service 20 minutes hold hung contacted chat feature 15 minutes wait passing agent told safety reasons throw away received order donate 70 year old senior citizens room freezer need gallons milk lots groceries appeared party having offered gone refused allow happen asked order deliver immediately told shopper located responding asked reshop order deliver said wouldn t possible said shopping drive store pick close told couldn t happen processed refund supposedly ruined christmas plans especially weather bad say s going t store morning care unfortunately ruined person s plans received order furthermore error caused destruction perfectly good food travesty joke company use walmart grocery pick future,milk,968,"푸블릭스에 식료품 주문을 배달해 달라고 했는데, 주문한 식료품을 문 앞에 두도록 요청했고 배달기사가 그렇게 두었습니다. 불행히도 주문한 것은 푸드 시티에서 필요한 물품이었고 크리스마스를 위해 아들의 집에 배달되어야 했는데 예상치 못한 폭풍이 발생하여 동부 테네시에서 밤새 일어날 일이 있었습니다. 고객 서비스에 전화했는데 20분 동안 대기하고 나서 연락을 끊었고, 채팅 기능을 통해 연락을 취했는데 15분을 기다렸지만 상담원은 안전 상의 이유로 받은 주문을 버리거나 기부하라고 말했습니다. 70세 이상의 노인들이 필요로 하는 용기 우유와 많은 식료품이 필요했는데 파티를 하고 있는 것처럼 보였고 제안을 거부했습니다. 주문을 즉시 배달해 달라고 요청했지만 쇼퍼가 위치를 알려주지 않았고 다시 주문하고 배달해 달라고 했지만 불가능하다고 했습니다. 가게에 가서 쇼핑을 하고 가까운 곳에서 픽업하라고 했지만 그렇게 할 수 없다고 했습니다. 환불을 처리했지만 크리스마스 계획을 망쳤습니다"
Dianna,1.0,"Nov. 19, 2022",cancelled order far items available lie ordered milk lettuce tomatoes simple products left limbo cancel order online order paid subscription smith s delivery instacart cheated disabled rely delivery food ordered walmart got groceries don t use cheat,milk,249,"주문이 취소되었고 제품이 없는 거짓말을 한 상태에서 우유, 상추, 토마토를 주문했지만 간단한 제품만이 남아 있어 주문을 취소하고 온라인 주문을 했으며, 유료 구독을 했지만 Smith's 배송 인스타카트에 속았고, 장애인은 배달 식품에 의존하고 있으며, 월마트에서 주문한 식료품을 받았지만 사용하지 않았습니다. 속이지 마세요."
Michael,2.0,"Nov. 8, 2022",extremely reluctant try 2 5 years pandemic wife finally got covid despite totally date booster vaccinations isolating days running basic groceries entire time ve managed avoid having groceries picked service delivered wanted way knew exactly didn t want exactly service lame morewe picked grocery store shop familiar staple items running online platform doesn t exactly route items worst value meaning items highest cost unit quite sure normal 1lb container organic baby spinach won t website picked 1lb container organic spring mix guess did substitution wife handling transaction does cooking totally removed started contacting substitute smaller units lower value unit items higher cost product promised going order produce got sucked ve sick days needing eat nice leafy green veggies big mistake way substitute stuff total scam s like picked dumbest person know sent shopping picked doesn t like care protecting dollars just subbing stupid crap completely pissed don t waste money,"spinach, baby spinach",984,"5년 동안 팬데믹을 겪은 후에 아내가 코로나19에 감염되어 겨우 접종을 받은 상태였던 날짜부스터 백신을 받았습니다. 그 동안 기본적인 식료품을 구매하기 위해 완전히 격리되어 왔습니다. 그러나 우리는 식료품을 직접 선택하고 구매하는 것을 원했기 때문에 온라인 플랫폼을 사용하여 주문했습니다. 그러나 이 서비스는 별로였습니다. 선택한 식료품 가게는 익숙한 주요 상품들을 판매하고 있었지만, 온라인 플랫폼은 우리가 원하는 제품을 정확히 찾지 못했습니다. 제품의 가격이 높고 단위당 비용이 비싼 것도 문제였습니다. 또한 대체품을 선택할 때 실망스러웠고, 제품의 가치가 낮은 것을 선택했습니다. 결국, 이 서비스는 돈을 낭비하는 것 같았고, 대체품이 무의미하고 비효율적이었습니다. 이 경험으로 인해 매우 화가 났고, 돈을 낭비하지 않도록 조심해야겠다는 교훈을 얻었습니다."
Miriam,1.0,"Sept. 15, 2022",4 kids thought nice grocery delivered home dragging kids store instacart account 20 40 2 rushing delivery thought awesome deal deals total came 26 ordered 8 items app said order delivered half hour ago rushed outside orders milk order moreupon checking account realized instacart shopper didn deliver order ordered multiple items cost 210 05 instead 26 guy showed order delivered called customer service process delivery refund delivery came 1 missing item instacart customer service didn process refund just like told e calling customer service got promise gonna refund wish just went store kids aggravation worse disappointed instacart,milk,637,"4명의 아이들이 좋은 식료품을 집으로 배달받을 수 있다고 생각하여 아이들을 끌고 가게에 가지 않고 인스타카트 계정을 만들었습니다. 20달러와 40달러의 2개의 러싱 배송을 생각했는데, 멋진 거래라고 생각했습니다. 총액이 26달러가 나왔고 8개의 상품을 주문했습니다. 앱에 주문이 반 시간 전에 배달되었다고 나와서 밖으로 뛰쳐나갔는데 우유 주문을 더 주문해야 했습니다. 계정을 확인해보니 인스타카트 쇼퍼가 주문을 배달하지 않았음을 깨달았고 여러 개의 상품을 주문했는데 총 비용이 210.05달러가 되었던 것을 알게 되었습니다. 주문이 배달되었다고 나온 것을 보여주며 고객 서비스에 전화를 걸어 배송 프로세스를 처리하고 환불을 요청했지만 1개의 물품이 누락되었고 인스타카트 고객 서비스는 환불 처리를 하지 않았습니다. 그저 말한 대로 고객 서비스에 전화를 걸어 환불을 약속받았지만 그냥 가게에 가서 아이들과 함께 쇼핑했으면 더 좋았을 것 같습니다. 인스타카트에 실망했고 화가 나게 했습니다."
T,1.0,"Sept. 1, 2022",ordering instacart noticed milk gallon arizona tea cut leaking delivered aware careful don t think order company need conduct background checks,milk,143,인스타카트를 주문했을 때 우유 한 갤론과 애리조나 차가 누수되어 배달되었다. 조심해야 한다는 것을 알고 주문해야 한다고 생각하지 않는다. 이 회사는 배경 조사를 실시해야 한다.
Matthew,1.0,12-Jun-22,e instacart express member year continued using service quick easy access costco wegmans great supermarkets outside nyc makes convenient said nearly delivery went wrong spoiled food wrong item walking shoppers shopping chat order bananas plantains fruit receive 90 time rotten cracked eggs order steak different cut basic stuff expect follow directions moreinstacart good making corrective refunds eventually just ban option upload images send spoiled wrong items customer support issues blacklist account won respond runaround phone contact order appeals order appeals doesn company bunch thieves stealing people s money exploiting delivery people end customer e cancelled started using services,"banana, bananas",696,저는 인스타카트 익스프레스 회원으로 한 해 동안 서비스를 계속 이용했습니다. 코스트코와 웨그만 같은 훌륭한 슈퍼마켓에 쉽고 빠르게 접근할 수 있어서 뉴욕 시외에 있는 저에게 편리했습니다. 하지만 거의 배송이 잘못되거나 식료품이 상하기도 했고 잘못된 상품이 도착하기도 했습니다. 쇼퍼들이 쇼핑 중에 채팅을 하거나 바나나나 식물 바나나 과일을 주문했을 때 신선하지 않은 것을 받았습니다. 스테이크를 다른 부위로 주문했을 때도 기본적인 것들을 기대했던 것보다 다르게 받았습니다. 인스타카트는 환불을 해주는 것에 좋았지만 결국 이미지를 업로드하거나 상품을 잘못 보낸 경우에도 고객 지원 문제로 인해 계정을 블랙리스트에 올려버렸습니다. 전화로 연락하거나 주문을 항소해도 회사는 응답하지 않고 계속해서 문제를 회피했습니다. 주문을 취소하고 다른 서비스를 이용하기로 결정했습니다.
Kathy,2.0,06-Jun-22,second time e problem instacart kroger order maurisha c doing shopping took larger order decided drop order didn know order told going cancel order explaining customers nice words say told good luck couldn order pick kid 5 o lock told super disrespectful morehad instacart shopper lack experience obviously new shopper polite kept informed sent message saying refunded blueberries sister happened kroger time sent picture completely stocked cooler blueberries sent message said okay didn blueberries try instacart delivery 85 year old mother order right happy,"blueberries, blueberrie",559,"두 번째로 이용한 인스타카트 크로저 주문에서 문제가 발생했습니다. Maurisha C가 쇼핑을 하러 왔는데 더 큰 주문을 받았고, 주문을 내리기로 결정했습니다. 주문을 모르고 있던 상태에서 주문을 취소할 것이라고 말했는데, 고객에게 예의 바르지 않은 말을 했습니다. 행운을 빌어주었지만 주문을 받지 못했다고 말했습니다. 아이를 데리러 5시에 나가야 한다고 했는데, 매우 무례했습니다. 인스타카트 쇼퍼의 경험이 부족한 것 같았고, 새로운 쇼퍼인 것 같았습니다. 계속해서 업데이트를 해주었고, 환불되었다는 메시지를 보냈습니다. 그리고 블루베리 사진을 보냈는데, 크로저 시간에 완전히 가득 찬 쿨러의 블루베리를 보냈습니다. 메시지를 보내서 괜찮다고 했지만, 블루베리가 없었습니다. 인스타카트 배송을 시도해보세요. 85세의 어머니가 주문을 제대로 받아서 기뻤습니다."
Crystal,2.0,"Oct. 24, 2021",service okay s refund bruised banana lemons unusable dried rind instead orange juice sending product items shopper didn t mention problems shopping morning instacart nerve send message received complaints won t refunds la da maybe make sure service runs,"banana, lemon, lemons",253,"서비스는 괜찮았지만 환불된 상태의 상품들이 왔어요. 상품에는 상처 입은 바나나와 사용할 수 없는 레몬, 건조된 껍질 대신 오렌지 주스가 들어 있었습니다. 제품을 보내는 쇼퍼는 문제를 언급하지 않았고, 아침에 쇼핑을 한 것에 대한 불만을 받았습니다. 인스타카트가 메시지를 보내는 것은 너무 신경질적이라고 생각합니다. 불만을 받았는데도 환불을 해주지 않겠다고 합니다. 아마 서비스가 잘 운영되도록 확인해야 할 것 같아요."
HEESH,1.0,"Oct. 2, 2021",disgusted number items available choices young lady probably forced choose s checking remember time store item adult run 98 delivery services high fee service delivery fee expectation tip m sure offering m happy need understand order cheese pizza s likely don t eat meat person brought extremely small pepperoni pizzas ask jalape o peppers m getting banana peppers week guy left milk don t understand issue want ordered place order s extremely difficult understand m paying service getting service,"banana, milk",497,"저는 선택할 수 있는 항목의 수에 역겨워했고, 어린 여성이 아마도 선택을 강요당했을 것이라고 생각했습니다. 계산 중에 상점에서 물건을 기억해야 했고, 성인이 98달러의 배달 서비스 수수료와 높은 배달료를 지불해야 했습니다. 팁을 기대하는 것도 이해해야 했고, 주문한 치즈 피자를 주문했는데 고기를 먹지 않는 사람이라면 아마도 먹지 않을 것입니다. 사람이 가져온 극히 작은 페퍼로니 피자를 요청했고, 할라피뇨 페퍼를 받았습니다. 저는 다음 주에 바나나 페퍼를 받을 것입니다. 남자가 우유를 두고 갔는데, 이해할 수 없었습니다. 주문한 것을 받으려면 매우 어려웠고, 서비스를 받는 대신 서비스를 제공하는 것 같았습니다."
